Entity,Code,Year,GDP per capita,814479-annotations
Ireland,IRL,1970,6199.4507,
Ireland,IRL,1975,7316.275,
Ireland,IRL,1980,8540.724,
Ireland,IRL,1985,9305.933,
Ireland,IRL,1990,11817.741,
Ireland,IRL,1995,14385,
Ireland,IRL,2000,21737,
Ireland,IRL,2005,26053,
Ireland,IRL,2010,24318,
Ireland,IRL,2015,26839,
Ireland,IRL,2020,34075.445,
Israel,ISR,1950,2817.3032,
Israel,ISR,1955,3701.0571,
Israel,ISR,1960,4663.1665,
Israel,ISR,1965,6272.371,
Israel,ISR,1970,8100.623,
Israel,ISR,1975,10147.871,
Israel,ISR,1980,10984.256,
Israel,ISR,1985,11672.337,
Israel,ISR,1990,13066.885,
Israel,ISR,1995,14909,
Israel,ISR,2000,16893,
Israel,ISR,2005,16927,
Israel,ISR,2010,19142,
Israel,ISR,2015,20804,
Israel,ISR,2020,21780.059,
Italy,ITA,1870,1540.5469,
Italy,ITA,1880,1587.6761,
Italy,ITA,1890,1688.3431,
Italy,ITA,1900,1853.2432,
Italy,ITA,1913,2302.9968,
Italy,ITA,1925,2600.3135,
Italy,ITA,1929,2775.825,
Italy,ITA,1933,2563.0625,
Italy,ITA,1938,2827.9167,
Italy,ITA,1950,3169.2305,
Italy,ITA,1955,4179.292,
Italy,ITA,1960,5440.4434,
Italy,ITA,1965,6947.481,
Italy,ITA,1970,9351.476,
Italy,ITA,1975,10607.249,
Italy,ITA,1980,12929.719,
Italy,ITA,1985,14006.127,
Italy,ITA,1990,16313.128,
Italy,ITA,1995,17330.95,
Italy,ITA,2000,19015.71,
Italy,ITA,2005,19350.34,
Italy,ITA,2010,18392.3,
Italy,ITA,2015,17654.832,
Italy,ITA,2020,17000.281,
Jamaica,JAM,1870,513.154,
Jamaica,JAM,1880,523.81256,
Jamaica,JAM,1890,534.7151,
Jamaica,JAM,1900,561.97644,
Jamaica,JAM,1913,590.7739,
Jamaica,JAM,1925,654.0602,
Jamaica,JAM,1929,677.0183,
Jamaica,JAM,1933,699.9741,
Jamaica,JAM,1938,940.7119,
Jamaica,JAM,1950,1283.4362,
Jamaica,JAM,1955,1954.4015,
Jamaica,JAM,1960,2566.841,
Jamaica,JAM,1965,2969.3657,
Jamaica,JAM,1970,3722.929,
Jamaica,JAM,1975,3772.0393,
Jamaica,JAM,1980,3023.9075,
Jamaica,JAM,1985,2819.7266,
Jamaica,JAM,1990,3786.327,
Jamaica,JAM,1995,3921.6047,
Jamaica,JAM,2000,3740.109,
Jamaica,JAM,2005,3938.1343,
Jamaica,JAM,2010,4333.9126,
Jamaica,JAM,2015,4394.769,
Jamaica,JAM,2020,4064.4172,
Japan,JPN,1870,737,
Japan,JPN,1880,863,
Japan,JPN,1890,1012,
Japan,JPN,1900,1180,
Japan,JPN,1913,1387,
Japan,JPN,1925,1885,
Japan,JPN,1929,2026,
Japan,JPN,1933,2122,
Japan,JPN,1938,2449,
Japan,JPN,1950,1921,
Japan,JPN,1955,2771,
Japan,JPN,1960,3986,
Japan,JPN,1965,5934,
Japan,JPN,1970,9714,
Japan,JPN,1975,11344,
Japan,JPN,1980,13428,
Japan,JPN,1985,15331,
Japan,JPN,1990,18789,
Japan,JPN,1995,20066,
Japan,JPN,2000,20963,
Japan,JPN,2005,22070,
Japan,JPN,2010,22235,
Japan,JPN,2015,23532,
Japan,JPN,2020,23259.934,
Jordan,JOR,1870,700,
Jordan,JOR,1880,760.2793,
Jordan,JOR,1890,825.74945,
Jordan,JOR,1900,896.8575,
Jordan,JOR,1913,1000,
Jordan,JOR,1925,1178.0541,
Jordan,JOR,1929,1244.1908,
Jordan,JOR,1933,1314.0404,
Jordan,JOR,1938,1406.8925,
Jordan,JOR,1950,1663.149,
Jordan,JOR,1955,1625.1501,
Jordan,JOR,1960,2330.006,
Jordan,JOR,1965,3183.4229,
Jordan,JOR,1970,2395.4832,
Jordan,JOR,1975,2582.962,
Jordan,JOR,1980,4479.9194,
Jordan,JOR,1985,4754.3647,
Jordan,JOR,1990,3792.3958,
Jordan,JOR,1995,3991,
Jordan,JOR,2000,4234,
Jordan,JOR,2005,5155,
Jordan,JOR,2010,5707,
Jordan,JOR,2015,5598,
Jordan,JOR,2020,5416.3174,
Kazakhstan,KAZ,1980,7464.9214,
Kazakhstan,KAZ,1985,7243.011,
Kazakhstan,KAZ,1990,7457.8623,
Kazakhstan,KAZ,1995,4688,
Kazakhstan,KAZ,2000,5538,
Kazakhstan,KAZ,2005,8824,
Kazakhstan,KAZ,2010,11261,
Kazakhstan,KAZ,2015,13381,
Kazakhstan,KAZ,2020,13971.038,
Kenya,KEN,1870,373.97205,
Kenya,KEN,1880,382.38565,
Kenya,KEN,1890,395.91058,
Kenya,KEN,1900,420.0626,
Kenya,KEN,1913,419.41827,
Kenya,KEN,1925,512.91644,
Kenya,KEN,1929,525.70154,
Kenya,KEN,1933,502.62186,
Kenya,KEN,1938,570.46844,
Kenya,KEN,1950,650.60095,
Kenya,KEN,1955,717.90515,
Kenya,KEN,1960,725.51715,
Kenya,KEN,1965,742.75916,
Kenya,KEN,1970,914.95325,
Kenya,KEN,1975,941.84827,
Kenya,KEN,1980,1050.8143,
Kenya,KEN,1985,1005.8149,
Kenya,KEN,1990,1117.2589,
Kenya,KEN,1995,1029,
Kenya,KEN,2000,1009,
Kenya,KEN,2005,1042,
Kenya,KEN,2010,1141,
Kenya,KEN,2015,1324,
Kenya,KEN,2020,1413.1597,
Kuwait,KWT,1870,700,
Kuwait,KWT,1880,742.0046,
Kuwait,KWT,1890,786.5297,
Kuwait,KWT,1900,833.7266,
Kuwait,KWT,1913,900,
Kuwait,KWT,1925,936.78687,
Kuwait,KWT,1929,993.0002,
Kuwait,KWT,1933,1071.9343,
Kuwait,KWT,1938,1115.7488,
Kuwait,KWT,1950,28878.139,
Kuwait,KWT,1955,32256.693,
Kuwait,KWT,1960,28813.494,
Kuwait,KWT,1965,23532.896,
Kuwait,KWT,1970,30694.566,
Kuwait,KWT,1975,18161.664,
Kuwait,KWT,1980,13270.948,
Kuwait,KWT,1985,8164.6143,
Kuwait,KWT,1990,6120.884,
Kuwait,KWT,1995,12388,
Kuwait,KWT,2000,11550,
Kuwait,KWT,2005,14539,
Kuwait,KWT,2010,11397,
Kuwait,KWT,2015,11048,
Kuwait,KWT,2020,9035.757,
Kyrgyzstan,KGZ,1980,3668.5032,
Kyrgyzstan,KGZ,1985,3522.7727,
Kyrgyzstan,KGZ,1990,3602.2932,
Kyrgyzstan,KGZ,1995,1831,
Kyrgyzstan,KGZ,2000,2251,
Kyrgyzstan,KGZ,2005,2591,
Kyrgyzstan,KGZ,2010,3049,
Kyrgyzstan,KGZ,2015,3680,
Kyrgyzstan,KGZ,2020,3619.5405,
Laos,LAO,1870,335.62393,
Laos,LAO,1880,365.11914,
Laos,LAO,1890,397.20648,
Laos,LAO,1900,432.11368,
Laos,LAO,1913,482.8571,
Laos,LAO,1925,467.45984,
Laos,LAO,1929,462.43735,
Laos,LAO,1933,457.46878,
Laos,LAO,1938,451.3331,
Laos,LAO,1950,437,
Laos,LAO,1955,463,
Laos,LAO,1960,484,
Laos,LAO,1965,508,
Laos,LAO,1970,533,
Laos,LAO,1975,627,
Laos,LAO,1980,661,
Laos,LAO,1985,867,
Laos,LAO,1990,929.1164,
Laos,LAO,1995,1090,
Laos,LAO,2000,1320,
Laos,LAO,2005,1659,
Laos,LAO,2010,2232,
Laos,LAO,2015,2995,
Laos,LAO,2020,3574.928,
Latin America (AHDI),,1870,819.2018,
Latin America (AHDI),,1880,875.2515,
Latin America (AHDI),,1890,1101.0377,
Latin America (AHDI),,1900,1101.8568,
Latin America (AHDI),,1913,1534.4584,
Latin America (AHDI),,1925,1778.8909,
Latin America (AHDI),,1929,1960.1217,
Latin America (AHDI),,1933,1666.183,
Latin America (AHDI),,1938,1963.541,
Latin America (AHDI),,1950,2425.5115,
Latin America (AHDI),,1955,2712.3406,
Latin America (AHDI),,1960,3044.767,
Latin America (AHDI),,1965,3419.0232,
Latin America (AHDI),,1970,3908.0012,
Latin America (AHDI),,1975,4650.38,
Latin America (AHDI),,1980,5402.7056,
Latin America (AHDI),,1985,5048.7656,
Latin America (AHDI),,1990,5034.599,
Latin America (AHDI),,1995,5447.73,
Latin America (AHDI),,2000,5838.463,
Latin America (AHDI),,2005,6237.015,
Latin America (AHDI),,2010,7063.4673,
Latin America (AHDI),,2015,7524.3037,
Latin America (AHDI),,2020,6763.711,
Latvia,LVA,1980,8618.917,
Latvia,LVA,1985,8954.07,
Latvia,LVA,1990,9916.316,
Latvia,LVA,1995,5676,
Latvia,LVA,2000,7658,
Latvia,LVA,2005,12007,
Latvia,LVA,2010,12525,
Latvia,LVA,2015,15823,
Latvia,LVA,2020,17858.066,
Lebanon,LBN,1870,950,
Lebanon,LBN,1880,1047.6663,
Lebanon,LBN,1890,1155.3734,
Lebanon,LBN,1900,1274.1534,
Lebanon,LBN,1913,1450,
Lebanon,LBN,1925,1712.0604,
Lebanon,LBN,1929,1809.5452,
Lebanon,LBN,1933,1912.5808,
Lebanon,LBN,1938,2049.6643,
Lebanon,LBN,1950,2428.7395,
Lebanon,LBN,1955,2886.3237,
Lebanon,LBN,1960,2392.5222,
Lebanon,LBN,1965,2706.0686,
Lebanon,LBN,1970,2916.6277,
Lebanon,LBN,1975,3460.4019,
Lebanon,LBN,1980,3523.7546,
Lebanon,LBN,1985,3244.8674,
Lebanon,LBN,1990,1936.3909,
Lebanon,LBN,1995,3236,
Lebanon,LBN,2000,3327,
Lebanon,LBN,2005,3776,
Lebanon,LBN,2010,5025,
Lebanon,LBN,2015,4030,
Lebanon,LBN,2020,2674.6008,
Lesotho,LSO,1870,300,
Lesotho,LSO,1880,300,
Lesotho,LSO,1890,300,
Lesotho,LSO,1900,300,
Lesotho,LSO,1913,300,
Lesotho,LSO,1925,300,
Lesotho,LSO,1929,300,
Lesotho,LSO,1933,300,
Lesotho,LSO,1938,300,
Lesotho,LSO,1950,396,
Lesotho,LSO,1955,451,
Lesotho,LSO,1960,510,
Lesotho,LSO,1965,661,
Lesotho,LSO,1970,673,
Lesotho,LSO,1975,797,
Lesotho,LSO,1980,997,
Lesotho,LSO,1985,1004,
Lesotho,LSO,1990,1181.1116,
Lesotho,LSO,1995,1330,
Lesotho,LSO,2000,1555,
Lesotho,LSO,2005,1787,
Lesotho,LSO,2010,2305,
Lesotho,LSO,2015,2762,
Lesotho,LSO,2020,2490.5571,
Liberia,LBR,1870,1064.8408,
Liberia,LBR,1880,1064.8408,
Liberia,LBR,1890,1419.7878,
Liberia,LBR,1900,1727.553,
Liberia,LBR,1913,1745.3304,
Liberia,LBR,1925,1679.2905,
Liberia,LBR,1929,1663.5363,
Liberia,LBR,1933,1872.9138,
Liberia,LBR,1938,1900.0828,
Liberia,LBR,1950,1977,
Liberia,LBR,1955,2167,
Liberia,LBR,1960,2305,
Liberia,LBR,1965,2283,
Liberia,LBR,1970,2796,
Liberia,LBR,1975,2714,
Liberia,LBR,1980,2596,
Liberia,LBR,1985,2051,
Liberia,LBR,1990,1060.3433,
Liberia,LBR,1995,311,
Liberia,LBR,2000,1051,
Liberia,LBR,2005,1071,
Liberia,LBR,2010,1591,
Liberia,LBR,2015,1701,
Liberia,LBR,2020,1452.124,
Libya,LBY,1870,261.7282,
Libya,LBY,1880,268.68973,
Libya,LBY,1890,290.07193,
Libya,LBY,1900,294.10632,
Libya,LBY,1913,363.9011,
Libya,LBY,1925,351.39453,
Libya,LBY,1929,352.20142,
Libya,LBY,1933,339.02103,
Libya,LBY,1938,385.45532,
Libya,LBY,1950,389,
Libya,LBY,1955,506,
Libya,LBY,1960,830,
Libya,LBY,1965,2440,
Libya,LBY,1970,4135,
Libya,LBY,1975,4311,
Libya,LBY,1980,5484,
Libya,LBY,1985,3822,
Libya,LBY,1990,3087.087,
Libya,LBY,1995,2979,
Libya,LBY,2000,2904,
Libya,LBY,2005,3383,
Libya,LBY,2010,4105,
Libya,LBY,2015,1112,
Libya,LBY,2020,988.5292,
Lithuania,LTU,1980,7989.204,
Lithuania,LTU,1985,8336.399,
Lithuania,LTU,1990,8663.442,
Lithuania,LTU,1995,5209,
Lithuania,LTU,2000,6786,
Lithuania,LTU,2005,10314,
Lithuania,LTU,2010,11731,
Lithuania,LTU,2015,15016,
Lithuania,LTU,2020,18121.373,
Madagascar,MDG,1870,585.66284,
Madagascar,MDG,1880,591.85956,
Madagascar,MDG,1890,603.47144,
Madagascar,MDG,1900,621.3054,
Madagascar,MDG,1913,670.3388,
Madagascar,MDG,1925,898.2468,
Madagascar,MDG,1929,764.6465,
Madagascar,MDG,1933,753.29944,
Madagascar,MDG,1938,834.5007,
Madagascar,MDG,1950,951.0105,
Madagascar,MDG,1955,1052.2633,
Madagascar,MDG,1960,1125.43,
Madagascar,MDG,1965,1088.0237,
Madagascar,MDG,1970,1226.1997,
Madagascar,MDG,1975,1126.2896,
Madagascar,MDG,1980,1053.6201,
Madagascar,MDG,1985,813.21356,
Madagascar,MDG,1990,791.7222,
Madagascar,MDG,1995,670,
Madagascar,MDG,2000,694,
Madagascar,MDG,2005,676,
Madagascar,MDG,2010,675,
Madagascar,MDG,2015,673,
Madagascar,MDG,2020,636.8955,
Malawi,MWI,1870,300,
Malawi,MWI,1880,300,
Malawi,MWI,1890,300,
Malawi,MWI,1900,300,
Malawi,MWI,1913,300,
Malawi,MWI,1925,300,
Malawi,MWI,1929,300,
Malawi,MWI,1933,300,
Malawi,MWI,1938,300,
Malawi,MWI,1950,324.0556,
Malawi,MWI,1955,353.78528,
Malawi,MWI,1960,394.145,
Malawi,MWI,1965,397.1257,
Malawi,MWI,1970,447.45267,
Malawi,MWI,1975,586.1969,
Malawi,MWI,1980,630.3161,
Malawi,MWI,1985,606.49713,
Malawi,MWI,1990,539.6251,
Malawi,MWI,1995,581,
Malawi,MWI,2000,633,
Malawi,MWI,2005,615,
Malawi,MWI,2010,745,
Malawi,MWI,2015,770,
Malawi,MWI,2020,797.12256,
Malaysia,MYS,1870,662,
Malaysia,MYS,1880,710.8563,
Malaysia,MYS,1890,763.31836,
Malaysia,MYS,1900,819.6521,
Malaysia,MYS,1913,900.1297,
Malaysia,MYS,1925,1201.0636,
Malaysia,MYS,1929,1682.3447,
Malaysia,MYS,1933,1439.6423,
Malaysia,MYS,1938,1361.4365,
Malaysia,MYS,1950,1559.2654,
Malaysia,MYS,1955,1460.2583,
Malaysia,MYS,1960,1530.404,
Malaysia,MYS,1965,1804.0656,
Malaysia,MYS,1970,2079.1523,
Malaysia,MYS,1975,2648.4224,
Malaysia,MYS,1980,3656.765,
Malaysia,MYS,1985,4156.688,
Malaysia,MYS,1990,5130.606,
Malaysia,MYS,1995,7093,
Malaysia,MYS,2000,7860,
Malaysia,MYS,2005,8803,
Malaysia,MYS,2010,10074,
Malaysia,MYS,2015,12078,
Malaysia,MYS,2020,12898.465,
Mali,MLI,1870,399.7699,
Mali,MLI,1880,382.9342,
Mali,MLI,1890,390.3369,
Mali,MLI,1900,404.90536,
Mali,MLI,1913,401.1419,
Mali,MLI,1925,386.35382,
Mali,MLI,1929,383.19006,
Mali,MLI,1933,367.2617,
Mali,MLI,1938,387.18976,
Mali,MLI,1950,456.87524,
Mali,MLI,1955,495.76657,
Mali,MLI,1960,533.76904,
Mali,MLI,1965,553.0768,
Mali,MLI,1970,585.69275,
Mali,MLI,1975,616.20074,
Mali,MLI,1980,732.93774,
Mali,MLI,1985,683.18146,
Mali,MLI,1990,747.0965,
Mali,MLI,1995,721,
Mali,MLI,2000,789,
Mali,MLI,2005,1011,
Mali,MLI,2010,1123,
Mali,MLI,2015,1169,
Mali,MLI,2020,1216.0706,
Malta,MLT,1950,987.39716,
Malta,MLT,1955,1211.2172,
Malta,MLT,1960,1495.1208,
Malta,MLT,1965,1592.708,
Malta,MLT,1970,2439.9612,
Malta,MLT,1975,3599.971,
Malta,MLT,1980,5596.37,
Malta,MLT,1985,6383.8237,
Malta,MLT,1990,8317.855,
Malta,MLT,1995,10279,
Malta,MLT,2000,12769,
Malta,MLT,2005,13660,
Malta,MLT,2010,14709,
Malta,MLT,2015,17855,
Malta,MLT,2020,18217.148,
Mauritania,MRT,1870,358.31473,
Mauritania,MRT,1880,336.66263,
Mauritania,MRT,1890,346.41473,
Mauritania,MRT,1900,364.63797,
Mauritania,MRT,1913,360.0128,
Mauritania,MRT,1925,341.22867,
Mauritania,MRT,1929,337.0087,
Mauritania,MRT,1933,311.08316,
Mauritania,MRT,1938,342.3275,
Mauritania,MRT,1950,426,
Mauritania,MRT,1955,487,
Mauritania,MRT,1960,573,
Mauritania,MRT,1965,852,
Mauritania,MRT,1970,971,
Mauritania,MRT,1975,1066,
Mauritania,MRT,1980,1055,
Mauritania,MRT,1985,942,
Mauritania,MRT,1990,948.0628,
Mauritania,MRT,1995,954,
Mauritania,MRT,2000,987,
Mauritania,MRT,2005,1091,
Mauritania,MRT,2010,1238,
Mauritania,MRT,2015,1392,
Mauritania,MRT,2020,1415.6423,
Mauritius,MUS,1870,2476.7925,
Mauritius,MUS,1880,2812.6711,
Mauritius,MUS,1890,2454.2014,
Mauritius,MUS,1900,2187.1067,
Mauritius,MUS,1913,2214.623,
Mauritius,MUS,1925,2037.3951,
Mauritius,MUS,1929,1967.4781,
Mauritius,MUS,1933,1559.7622,
Mauritius,MUS,1938,1826.68,
Mauritius,MUS,1950,2473,
Mauritius,MUS,1955,2569,
Mauritius,MUS,1960,2758,
Mauritius,MUS,1965,3279,
Mauritius,MUS,1970,2925,
Mauritius,MUS,1975,3783,
Mauritius,MUS,1980,4373,
Mauritius,MUS,1985,5185,
Mauritius,MUS,1990,7208.0015,
Mauritius,MUS,1995,8614,
Mauritius,MUS,2000,10687,
Mauritius,MUS,2005,12046,
Mauritius,MUS,2010,14540,
Mauritius,MUS,2015,16667,
Mauritius,MUS,2020,16303.01,
Mexico,MEX,1870,604.07275,
Mexico,MEX,1880,673.5282,
Mexico,MEX,1890,1036.0457,
Mexico,MEX,1900,1073.1388,
Mexico,MEX,1913,1318.3142,
Mexico,MEX,1925,1565.4058,
Mexico,MEX,1929,1454.6871,
Mexico,MEX,1933,1263.9521,
Mexico,MEX,1938,1509.0746,
Mexico,MEX,1950,2283.3018,
Mexico,MEX,1955,2632.6301,
Mexico,MEX,1960,3021.428,
Mexico,MEX,1965,3635.539,
Mexico,MEX,1970,4334.6455,
Mexico,MEX,1975,5100.0366,
Mexico,MEX,1980,6164.382,
Mexico,MEX,1985,6122.929,
Mexico,MEX,1990,6084.9106,
Mexico,MEX,1995,6025.9907,
Mexico,MEX,2000,7210.061,
Mexico,MEX,2005,7276.1724,
Mexico,MEX,2010,7231.044,
Mexico,MEX,2015,7807.1094,
Mexico,MEX,2020,7243.6704,
Middle East (AHDI),,1870,714.2226,
Middle East (AHDI),,1880,751.796,
Middle East (AHDI),,1890,835.77875,
Middle East (AHDI),,1900,904.991,
Middle East (AHDI),,1913,1005.9412,
Middle East (AHDI),,1925,983.2572,
Middle East (AHDI),,1929,1133.379,
Middle East (AHDI),,1933,1227.8406,
Middle East (AHDI),,1938,1441.2927,
Middle East (AHDI),,1950,1790.1853,
Middle East (AHDI),,1955,2131.493,
Middle East (AHDI),,1960,2502.9868,
Middle East (AHDI),,1965,3065.8635,
Middle East (AHDI),,1970,4036.2878,
Middle East (AHDI),,1975,5409.746,
Middle East (AHDI),,1980,5473.705,
Middle East (AHDI),,1985,5106.7656,
Middle East (AHDI),,1990,4906.2065,
Middle East (AHDI),,1995,5290.2427,
Middle East (AHDI),,2000,5711.658,
Middle East (AHDI),,2005,6489.1816,
Middle East (AHDI),,2010,7055.288,
Middle East (AHDI),,2015,7052.8516,
Middle East (AHDI),,2020,7121.5474,
Moldova,MDA,1980,5694.916,
Moldova,MDA,1985,5896.347,
Moldova,MDA,1990,6170.232,
Moldova,MDA,1995,2443,
Moldova,MDA,2000,2245,
Moldova,MDA,2005,3347,
Moldova,MDA,2010,4150,
Moldova,MDA,2015,5287,
Moldova,MDA,2020,6261.186,
Mongolia,MNG,1950,425,
Mongolia,MNG,1955,493,
Mongolia,MNG,1960,572,
Mongolia,MNG,1965,663,
Mongolia,MNG,1970,769,
Mongolia,MNG,1975,870,
Mongolia,MNG,1980,1015,
Mongolia,MNG,1985,1257,
Mongolia,MNG,1990,1332.1073,
Mongolia,MNG,1995,1062,
Mongolia,MNG,2000,1144,
Mongolia,MNG,2005,1481,
Mongolia,MNG,2010,1895,
Mongolia,MNG,2015,2860,
Mongolia,MNG,2020,3045.5173,
Morocco,MAR,1870,772.20636,
Morocco,MAR,1880,784.7421,
Morocco,MAR,1890,808.71436,
Morocco,MAR,1900,841.97437,
Morocco,MAR,1913,882.5193,
Morocco,MAR,1925,924.20624,
Morocco,MAR,1929,1079.1945,
Morocco,MAR,1933,978.4476,
Morocco,MAR,1938,1080.1688,
Morocco,MAR,1950,1455.3613,
Morocco,MAR,1955,1483.1644,
Morocco,MAR,1960,1328.6986,
Morocco,MAR,1965,1393.9845,
Morocco,MAR,1970,1616.227,
Morocco,MAR,1975,1830.9669,
Morocco,MAR,1980,2272.1497,
Morocco,MAR,1985,2373.9028,
Morocco,MAR,1990,2590.762,
Morocco,MAR,1995,2592,
Morocco,MAR,2000,2946,
Morocco,MAR,2005,3516,
Morocco,MAR,2010,4244,
Morocco,MAR,2015,4892,
Morocco,MAR,2020,4795.8936,
Mozambique,MOZ,1870,1106.6542,
Mozambique,MOZ,1880,1128.855,
Mozambique,MOZ,1890,1179.6788,
Mozambique,MOZ,1900,1267.759,
Mozambique,MOZ,1913,1137.0642,
Mozambique,MOZ,1925,1091.9708,
Mozambique,MOZ,1929,1091.9708,
Mozambique,MOZ,1933,947.8475,
Mozambique,MOZ,1938,1064.5927,
Mozambique,MOZ,1950,1133.4204,
Mozambique,MOZ,1955,1258.797,
Mozambique,MOZ,1960,1327.3323,
Mozambique,MOZ,1965,1350.9181,
Mozambique,MOZ,1970,1742.8517,
Mozambique,MOZ,1975,1403.6201,
Mozambique,MOZ,1980,1220.474,
Mozambique,MOZ,1985,920.3522,
Mozambique,MOZ,1990,1113.5609,
Mozambique,MOZ,1995,1085,
Mozambique,MOZ,2000,1652,
Mozambique,MOZ,2005,2268,
Mozambique,MOZ,2010,2905,
Mozambique,MOZ,2015,3627,
Mozambique,MOZ,2020,3533.1436,
Myanmar,MMR,1870,504,
Myanmar,MMR,1880,520.8932,
Myanmar,MMR,1890,552.2233,
Myanmar,MMR,1900,698.95135,
Myanmar,MMR,1913,685,
Myanmar,MMR,1925,814,
Myanmar,MMR,1929,902,
Myanmar,MMR,1933,902,
Myanmar,MMR,1938,739.67175,
Myanmar,MMR,1950,396,
Myanmar,MMR,1955,467,
Myanmar,MMR,1960,564,
Myanmar,MMR,1965,617,
Myanmar,MMR,1970,642,
Myanmar,MMR,1975,663,
Myanmar,MMR,1980,828,
Myanmar,MMR,1985,945,
Myanmar,MMR,1990,786,
Myanmar,MMR,1995,960,
Myanmar,MMR,2000,1336,
Myanmar,MMR,2005,2295,
Myanmar,MMR,2010,3158,
Myanmar,MMR,2015,4264,
Myanmar,MMR,2020,5654.1377,
Namibia,NAM,1870,908.19495,
Namibia,NAM,1880,1113.313,
Namibia,NAM,1890,1055.4559,
Namibia,NAM,1900,1002.92505,
Namibia,NAM,1913,1280.1511,
Namibia,NAM,1925,1327.4517,
Namibia,NAM,1929,1369.9341,
Namibia,NAM,1933,1231.918,
Namibia,NAM,1938,1862.4529,
Namibia,NAM,1950,2515,
Namibia,NAM,1955,2690,
Namibia,NAM,1960,3046,
Namibia,NAM,1965,4221,
Namibia,NAM,1970,3867,
Namibia,NAM,1975,3948,
Namibia,NAM,1980,3948,
Namibia,NAM,1985,3385,
Namibia,NAM,1990,3140.9612,
Namibia,NAM,1995,3512,
Namibia,NAM,2000,3693,
Namibia,NAM,2005,4179,
Namibia,NAM,2010,4818,
Namibia,NAM,2015,5759,
Namibia,NAM,2020,4792.108,
Nepal,NPL,1870,402,
Nepal,NPL,1880,431.55777,
Nepal,NPL,1890,463.28885,
Nepal,NPL,1900,497.353,
Nepal,NPL,1913,546,
Nepal,NPL,1925,531.6501,
Nepal,NPL,1929,526.95105,
Nepal,NPL,1933,522.2936,
Nepal,NPL,1938,516.5296,
Nepal,NPL,1950,503,
Nepal,NPL,1955,561,
Nepal,NPL,1960,615,
Nepal,NPL,1965,639,
Nepal,NPL,1970,662,
Nepal,NPL,1975,657,
Nepal,NPL,1980,663,
Nepal,NPL,1985,749,
Nepal,NPL,1990,825,
Nepal,NPL,1995,928,
Nepal,NPL,2000,1068,
Nepal,NPL,2005,1178,
Nepal,NPL,2010,1392,
Nepal,NPL,2015,1589,
Nepal,NPL,2020,1807.0803,
Netherlands,NLD,1870,2774,
Netherlands,NLD,1880,2927,
Netherlands,NLD,1890,3186,
Netherlands,NLD,1900,3329,
Netherlands,NLD,1913,4049,
Netherlands,NLD,1925,5031.2944,
Netherlands,NLD,1929,5689.2886,
Netherlands,NLD,1933,4956.4766,
Netherlands,NLD,1938,5249.601,
Netherlands,NLD,1950,5996.128,
Netherlands,NLD,1955,7325.8447,
Netherlands,NLD,1960,8286.609,
Netherlands,NLD,1965,9797.836,
Netherlands,NLD,1970,11966.773,
Netherlands,NLD,1975,13373.628,
Netherlands,NLD,1980,14704.501,
Netherlands,NLD,1985,15282.879,
Netherlands,NLD,1990,17262.068,
Netherlands,NLD,1995,18700,
Netherlands,NLD,2000,22443,
Netherlands,NLD,2005,23404,
Netherlands,NLD,2010,24489,
Netherlands,NLD,2015,24935,
Netherlands,NLD,2020,25570.574,
New Zealand,NZL,1870,2851.7456,
New Zealand,NZL,1880,3278.5176,
New Zealand,NZL,1890,3166.7422,
New Zealand,NZL,1900,4176.6997,
New Zealand,NZL,1913,4561.5176,
New Zealand,NZL,1925,4974.6816,
New Zealand,NZL,1929,4846.7593,
New Zealand,NZL,1933,4764.07,
New Zealand,NZL,1938,6267.0537,
New Zealand,NZL,1950,7442.0796,
New Zealand,NZL,1955,7967.2256,
New Zealand,NZL,1960,8627.246,
New Zealand,NZL,1965,9904.848,
New Zealand,NZL,1970,10843.028,
New Zealand,NZL,1975,12209.463,
New Zealand,NZL,1980,12271.621,
New Zealand,NZL,1985,13567.949,
New Zealand,NZL,1990,13687,
New Zealand,NZL,1995,14786,
New Zealand,NZL,2000,16569,
New Zealand,NZL,2005,18554,
New Zealand,NZL,2010,19212,
New Zealand,NZL,2015,20463,
New Zealand,NZL,2020,20773.143,
Nicaragua,NIC,1913,957.9244,
Nicaragua,NIC,1925,1366.3021,
Nicaragua,NIC,1929,1632.1437,
Nicaragua,NIC,1933,1357.5939,
Nicaragua,NIC,1938,1004.91925,
Nicaragua,NIC,1950,1564.0094,
Nicaragua,NIC,1955,2010.617,
Nicaragua,NIC,1960,1916.3999,
Nicaragua,NIC,1965,2663.46,
Nicaragua,NIC,1970,2751.665,
Nicaragua,NIC,1975,3013.5232,
Nicaragua,NIC,1980,2095.192,
Nicaragua,NIC,1985,1896.0255,
Nicaragua,NIC,1990,1437.4491,
Nicaragua,NIC,1995,1410.936,
Nicaragua,NIC,2000,1654.0571,
Nicaragua,NIC,2005,1805.2594,
Nicaragua,NIC,2010,1927.5769,
Nicaragua,NIC,2015,2372.9294,
Nicaragua,NIC,2020,2227.145,
Niger,NER,1870,539.9075,
Niger,NER,1880,517.1701,
Niger,NER,1890,527.16785,
Niger,NER,1900,546.84314,
Niger,NER,1913,541.76044,
Niger,NER,1925,521.78845,
Niger,NER,1929,517.5157,
Niger,NER,1933,496.00366,
Niger,NER,1938,522.9174,
Niger,NER,1950,617.0308,
Niger,NER,1955,679.30634,
Niger,NER,1960,760.8809,
